date,rank,songs,artist
2009,12,Dead And Gone,T.I. Featuring Justin Timberlake
2009,13,You Found Me,The Fray
2009,14,Use Somebody,Kings Of Leon
2009,15,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo
2009,16,Blame It,Jamie Foxx Featuring T-Pain
2009,17,I Know You Want Me (Calle Ocho),Pitbull
2009,18,Live Your Life,T.I. Featuring Rihanna
2009,19,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie
2009,20,Down,Jay Sean Featuring Lil Wayne
2009,21,The Climb,Miley Cyrus
2009,22,Best I Ever Had,Drake
2009,23,My Life Would Suck Without You,Kelly Clarkson
2009,24,Halo,Beyonce
2009,25,Hot N Cold,Katy Perry
2009,26,Second Chance,Shinedown
2009,27,Circus,Britney Spears
2009,28,Day 'N' Nite,Kid Cudi
2009,29,Party In The U.S.A.,Miley Cyrus
2009,30,Don't Trust Me,3OH!3
2009,31,Run This Town,"Jay-Z, Rihanna & Kanye West"
2009,32,Let It Rock,Kevin Rudolf Featuring Lil Wayne
2009,33,Fire Burning,Sean Kingston
2009,34,Whatcha Say,Jason Derulo
2009,35,LoveGame,Lady Gaga
2009,36,Waking Up In Vegas,Katy Perry
2009,37,Birthday Sex,Jeremih
2009,38,Sober,P!nk
2009,39,Womanizer,Britney Spears
2009,40,Whatever You Like,T.I.
2009,41,Obsessed,Mariah Carey
2009,42,Mad,Ne-Yo
2009,43,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester
2009,44,Love Lockdown,Kanye West
2009,45,So What,P!nk
2009,46,Hotel Room Service,Pitbull
2009,47,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent"
2009,48,If I Were A Boy,Beyonce
2009,49,Turnin Me On,Keri Hilson Featuring Lil Wayne
2009,50,"I Hate This Part
 ",The Pussycat Dolls
2009,51,Gotta Be Somebody,Nickelback
2009,52,Please Don't Leave Me,P!nk
2009,53,Paparazzi,Lady Gaga
2009,54, Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall
2009,55,Viva La Vida,Coldplay
2009,56,Right Now (Na Na Na),Akon
2009,57,Battlefield,Jordin Sparks
2009,58,Sugar,Flo Rida Featuring Wynter
2009,59,Miss Independent,Ne-Yo
2009,60,Fireflies,Owl City
2009,61,New Divide,Linkin Park
2009,62,Empire State Of Mind,Jay-Z + Alicia Keys
2009,63,No Surprise,Daughtry
2009,64,She Wolf,Shakira
2009,65,Break Up,Mario Featuring Gucci Mane & Sean Garrett
2009,66,Sweet Dreams,Beyonce
2009,67,Every Girl,Young Money
2009,68,Fallin' For You,Colbie Caillat
2009,69,Untouched,The Veronicas
2009,70,If Today Was Your Last Day,Nickelback
2009,71,Throw It In The Bag,Fabolous Featuring The-Dream
2009,72,Love Drunk,Boys Like Girls
2009,73,I Love College,Asher Roth
2009,74,If U Seek Amy,Britney Spears
2009,75,Big Green Tractor,Jason Aldean
2009,76, White Horse,Taylor Swift
2009,77,Disturbia,Rihanna
2009,78,21 Guns,Green Day
2009,79,Turn My Swag On,Soulja Boy Tell'em
2009,80,Rockin' That Thang,The-Dream
2009,81,Chicken Fried,Zac Brown Band
2009,82,Diva,Beyonce
2009,83,Replay,Iyaz
2009,84,Then,Brad Paisley
2009,85,Her Diamonds,Rob Thomas
2009,86,How Do You Sleep?,Jesse McCartney Featuring Ludacris
2009,87,3,Britney Spears
2009,88,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem"
2009,89,One Time,Justin Bieber
2009,90,I Run To You,Lady Antebellum
2009,91,I Do Not Hook Up,Kelly Clarkson
2009,92,Green Light,John Legend Featuring Andre 3000
2009,93,People Are Crazy,Billy Currington
2009,94,Whatever It Is,Zac Brown Band
2009,95,Already Gone,Kelly Clarkson
2009,96,Goodbye,Kristinia DeBarge
2009,97,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson
2009,98,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana
2009,99,Pretty Wings,Maxwell
2009,100,"Never Say Never
 ",The Fray
2010,1,TiK ToK,Ke$ha
2010,2,Need You Now,Lady Antebellum
2010,3,"Hey, Soul Sister",Train
2010,4,California Gurls,Katy Perry Featuring Snoop Dogg
2010,5,OMG,Usher Featuring will.i.am
2010,6,Airplanes,B.o.B Featuring Hayley Williams
2010,7,Love The Way You Lie,Eminem Featuring Rihanna
2010,8,Bad Romance,Lady Gaga
2010,9,Dynamite,Taio Cruz
2010,10,Break Your Heart,Taio Cruz Featuring Ludacris
2010,11,Nothin' On You,B.o.B Featuring Bruno Mars
2010,12,I Like It,Enrique Iglesias Featuring Pitbull
2010,13,BedRock,Young Money Featuring Lloyd
2010,14,In My Head,Jason Derulo
2010,15,Rude Boy,Rihanna
2010,16,Telephone,Lady Gaga Featuring Beyonce
2010,17,Teenage Dream,Katy Perry
2010,18,Just The Way You Are,Bruno Mars
2010,19,Cooler Than Me,Mike Posner
2010,20,Imma Be,The Black Eyed Peas
2010,21,Empire State Of Mind,Jay-Z + Alicia Keys
2010,22,DJ Got Us Fallin' In Love,Usher Featuring Pitbull
2010,23,Billionaire,Travie McCoy Featuring Bruno Mars
2010,24,Not Afraid,Eminem
2010,25,Replay,Iyaz
2010,26,Sexy Chick,David Guetta Featuring Akon
2010,27,Breakeven,The Script
2010,28,Your Love Is My Drug,Ke$ha
2010,29,I Gotta Feeling,The Black Eyed Peas
2010,30,Fireflies,Owl City
2010,31,Say Aah,Trey Songz Featuring Fabolous
2010,32,Find Your Love,Drake
2010,33, Alejandro,Lady Gaga
2010,34,Ridin' Solo,Jason Derulo
2010,35,Just A Dream,Nelly
2010,36,How Low,Ludacris
2010,37,Like A G6,Far*East Movement Featuring Cataracs & Dev
2010,38,Carry Out,Timbaland Featuring Justin Timberlake
2010,39,Haven't Met You Yet,Michael Buble
2010,40,Club Can't Handle Me,Flo Rida Featuring David Guetta
2010,41,Down,Jay Sean Featuring Lil Wayne
2010,42,Bulletproof,La Roux
2010,43,Whatcha Say,Jason Derulo
2010,44,Baby,Justin Bieber Featuring Ludacris
2010,45,Whataya Want From Me,Adam Lambert
2010,46,Mine,Taylor Swift
2010,47,Only Girl (In The World),Rihanna
2010,48,Live Like We're Dying,Kris Allen
2010,49,Hard,Rihanna Featuring Jeezy
2010,50,Young Forever,Jay-Z + Mr. Hudson
2010,51,Blah Blah Blah,Ke$ha Featuring 3OH!3
2010,52,Bottoms Up,Trey Songz Featuring Nicki Minaj
2010,53,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon
2010,54,All The Right Moves,OneRepublic
2010,55,According To You,Orianthi
2010,56,My Chick Bad,Ludacris Featuring Nicki Minaj
2010,57, You Belong With Me,Taylor Swift
2010,58,Meet Me Halfway,The Black Eyed Peas
2010,59,Take It Off,Ke$ha
2010,60,Over,Drake
2010,61,Animal,Neon Trees
2010,62,Misery,Maroon 5
2010,63,Magic,B.o.B Featuring Rivers Cuomo
2010,64,Paparazzi,Lady Gaga
2010,65,Tie Me Down,New Boyz Featuring Ray J
2010,66,Your Love,Nicki Minaj
2010,67,Party In The U.S.A.,Miley Cyrus
2010,68, Deuces,Chris Brown Featuring Tyga & Kevin McCall
2010,69,3,Britney Spears
2010,70,Impossible,Shontelle
2010,71,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem"
2010,72,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift
2010,73,My First Kiss,3OH!3 Featuring Ke$ha
2010,74,Already Gone,Kelly Clarkson
2010,75,Rock That Body,The Black Eyed Peas
2010,76,Secrets,OneRepublic
2010,77,Naturally,Selena Gomez & The Scene
2010,78,Un-Thinkable (I'm Ready),Alicia Keys
2010,79,All I Do Is Win," DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross"
2010,80,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne"
2010,81,Stuck Like Glue,Sugarland
2010,82,Hey Daddy (Daddy's Home),Usher Featuring Plies
2010,83,There Goes My Baby,Usher
2010,84,Today Was A Fairytale,Taylor Swift
2010,85,Say Something,Timbaland Featuring Drake
2010,86,Sweet Dreams,Beyonce
2010,87,Use Somebody,Kings Of Leon
2010,88,Undo It,Carrie Underwood
2010,89,Eenie Meenie,Sean Kingston & Justin Bieber
2010,90,Right Above It,Lil Wayne Featuring Drake
2010,91,The House That Built Me,Miranda Lambert
2010,92,If I Die Young,The Band Perry
2010,93,The Only Exception,Paramore
2010,94,American Honey,Lady Antebellum
2010,95,King Of Anything,Sara Bareilles
2010,96,Life After You,Daughtry
2010,97,Smile,Uncle Kracker
2010,98,Teach Me How To Dougie,Cali Swag District
2010,99,Try Sleeping With A Broken Heart,Alicia Keys
2010,100,"Lover, Lover",Jerrod Niemann
2011,1,Rolling In The Deep,Adele
2011,2,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
2011,3,Firework,Katy Perry
2011,4,E.T.,Katy Perry Featuring Kanye West
2011,5,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer"
2011,6,Grenade,Bruno Mars
2011,8,Super Bass,Nicki Minaj
2011,9,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
2011,10,Just Can't Get Enough,The Black Eyed Peas
2011,11,On The Floor,Jennifer Lopez Featuring Pitbull
2011,12,S&M,Rihanna
2011,13,Pumped Up Kicks,Foster The People
2011,14,Last Friday Night (T.G.I.F.),Katy Perry
2011,15,Just The Way You Are,Bruno Mars
2011,16,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E
2011,17,Raise Your Glass,P!nk
2011,18,Born This Way,Lady Gaga
2011,19,F**kin' Perfect,P!nk
2011,20,What's My Name?,Rihanna Featuring Drake
2011,21,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes
2011,22,Down On Me,Jeremih Featuring 50 Cent
2011,23,How To Love,Lil Wayne
2011,24,Someone Like You,Adele
2011,25,Good Life,OneRepublic
2011,26, The Lazy Song,Bruno Mars
2011,27,Till The World Ends,Britney Spears
2011,28,The Show Goes On,Lupe Fiasco
2011,29,The Edge Of Glory,Lady Gaga
2011,30,We R Who We R,Ke$ha
2011,31,Black And Yellow,Wiz Khalifa
2011,32,Tonight Tonight,Hot Chelle Rae
2011,33,Blow,Ke$ha
2011,34,Lighters,Bad Meets Evil Featuring Bruno Mars
2011,35,If I Die Young,The Band Perry
2011,36,Stereo Hearts,Gym Class Heroes Featuring Adam Levine
2011,37,The Time (Dirty Bit),The Black Eyed Peas
2011,38,Coming Home,Diddy - Dirty Money Featuring Skylar Grey
2011,39,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain
2011,40,Only Girl (In The World),Rihanna
2011,41,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz
2011,42,Just A Kiss,Lady Antebellum
2011,43,Dirt Road Anthem,Jason Aldean
2011,44,Dynamite,Taio Cruz
2011,45,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale
2011,46,I Wanna Go,Britney Spears
2011,47,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne"
2011,48,You Make Me Feel...,Cobra Starship Featuring Sabi
2011,49,Yeah 3X,Chris Brown
2011,50,Moment 4 Life,Nicki Minaj Featuring Drake
2011,51,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey
2011,52,Just A Dream,Nelly
2011,53,Motivation,Kelly Rowland Featuring Lil Wayne
2011,54,Stereo Love,Edward Maya & Vika Jigulina
2011,55,Jar Of Hearts,Christina Perri
2011,56,Roll Up,Wiz Khalifa
2011,57,Sexy And I Know It,LMFAO
2011,58,Rocketeer,Far*East Movement Featuring Ryan Tedder
2011,59,All Of The Lights,Kanye West
2011,60,Hold It Against Me,Britney Spears
2011,61,More,Usher
2011,62,What The Hell,Avril Lavigne
2011,63,Written In The Stars,Tinie Tempah Featuring Eric Turner
2011,64,Bottoms Up,Trey Songz Featuring Nicki Minaj
2011,65,DJ Got Us Fallin' In Love,Usher Featuring Pitbull
2011,66,For The First Time,The Script
2011,67,Honey Bee,Blake Shelton
2011,"68
 ",Don't You Wanna Stay,Jason Aldean With Kelly Clarkson
2011,69,We Found Love,Rihanna Featuring Calvin Harris
2011,70,Pretty Girl Rock,Keri Hilson
2011,71,You And I,Lady Gaga
2011,72,Like A G6,Far*East Movement Featuring Cataracs & Dev
2011,73,Without You,David Guetta Featuring Usher
2011,74,Back To December,Taylor Swift
2011,75,Teenage Dream,Katy Perry
2011,76,Crazy Girl,Eli Young Band
2011,77,Cheers (Drink To That),Rihanna
2011,78,Who Says,Selena Gomez & The Scene
2011,79,Barefoot Blue Jean Night,Jake Owen
2011,80,Knee Deep,Zac Brown Band Featuring Jimmy Buffett
2011,81,Country Girl (Shake It For Me),Luke Bryan
2011,82,Remind Me,Brad Paisley Duet With Carrie Underwood
2011,83,In The Dark,Dev
2011,84,Backseat,New Boyz Featuring The Cataracs & Dev
2011,85,Headlines,Drake
2011,86,Best Thing I Never Had,Beyonce
2011,87,Don't Wanna Go Home,Jason Derulo
2011,88,Where Them Girls At, David Guetta Featuring Flo Rida & Nicki Minaj
2011,89,She Ain't You,Chris Brown
2011,90,Take A Back Road,Rodney Atkins
2011,91,Please Don't Go,Mike Posner
2011,92,Sure Thing,Miguel
2011,93,Price Tag,Jessie J Featuring B.o.B
2011,94,God Gave Me You,Blake Shelton
2011,95,She Will,Lil Wayne Featuring Drake
2011,96,Are You Gonna Kiss Me Or Not,Thompson Square
2011,97,Animal,Neon Trees
2011,98,You And Tequila,Kenny Chesney Featuring Grace Potter
2011,99,Colder Weather,Zac Brown Band
2011,100,My Last,Big Sean Featuring Chris Brown
2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra
2012,2,Call Me Maybe,Carly Rae Jepsen
2012,3,We Are Young,fun. Featuring Janelle Monae
2012,4,Payphone,Maroon 5 Featuring Wiz Khalifa
2012,5,Lights,Ellie Goulding
2012, 6,Glad You Came,The Wanted
2012,7,Stronger (What Doesn't Kill You),Kelly Clarkson
2012,8,We Found Love,Rihanna Featuring Calvin Harris
2012,9,Starships,Nicki Minaj
2012,10,What Makes You Beautiful,One Direction
2012,11,Wild Ones,Flo Rida Featuring Sia
2012,12,Set Fire To The Rain,Adele
2012,13,Sexy And I Know It,LMFAO
2012,14,Some Nights,fun.
2012,15,Wide Awake,Katy Perry
2012,16,Good Feeling,Flo Rida
2012,17,Whistle,Flo Rida
2012,18,One More Night,Maroon 5
2012,19,Drive By,Train
2012,20,The Motto,Drake Featuring Lil Wayne
2012,21,Where Have You Been,Rihanna
2012,22,Everybody Talks,Neon Trees
2012,23,Take Care,Drake Featuring Rihanna
2012,24,Titanium,David Guetta Featuring Sia
2012,25,I Won't Give Up,Jason Mraz
2012,26,It Will Rain,Bruno Mars
2012,27,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz"
2012,28,Boyfriend,Justin Bieber
2012,29,Party Rock Anthem,"LMFAO Featuring Lauren Bennett & GoonRock
 "
2012,30,Too Close,Alex Clare
2012,31,Part Of Me,Katy Perry
2012,32,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars
2012,33,We Are Never Ever Getting Back Together,Taylor Swift
2012,34,As Long As You Love Me,Justin Bieber Featuring Big Sean
2012,35,Turn Me On,David Guetta Featuring Nicki Minaj
2012,36,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
2012,37,Blow Me (One Last Kiss),P!nk
2012,38,Good Time,Owl City & Carly Rae Jepsen
2012,39,Give Your Heart A Break,Demi Lovato
2012,40,Ni**as in Paris,Jay Z Kanye West
2012,41,The One That Got Away,Katy Perry
2012,42,Feel So Close,Calvin Harris
2012,43, Someone Like You,Adele
2012,44,Scream,Usher
2012,45,Rack City,Tyga
2012,46,Domino,Jessie J
2012,47,Gangnam Style,PSY
2012,48,International Love,Pitbull Featuring Chris Brown
2012,49,Home,Phillip Phillips
2012,50,Without You,David Guetta Featuring Usher
2012,51,Ass Back Home,Gym Class Heroes Featuring Neon Hitch
2012,52,Wanted,Hunter Hayes
2012,53,Drunk On You,Luke Bryan
2012,54,No Lie,2 Chainz Featuring Drake
2012,55,Want U Back,Cher Lloyd
2012,56,Don't Wake Me Up,Chris Brown
2012,57,Dance (A$$),Big Sean Featuring Nicki Minaj
2012,58,Springsteen,Eric Church
2012,59,Brokenhearted,Karmin
2012,60,Not Over You,Gavin DeGraw
2012,61,Stereo Hearts,Gym Class Heroes Featuring Adam Levine
2012,62,Back In Time, Pitbull
2012,63,Work Out,J. Cole
2012,64,Rumour Has It,Adele
2012,65,Let's Go,Calvin Harris Featuring Ne-Yo
2012,66,Good Girl,Carrie Underwood
2012,67,Pontoon,Little Big Town
2012,68,Ho Hey,The Lumineers
2012,69,Paradise,Coldplay
2012,70,Blown Away,Carrie Underwood
2012,71,Rolling In The Deep,Adele
2012,72,Climax,Usher
2012,73,"Work Hard, Play Hard",Wiz Khalifa
2012,74,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
2012,75,Pound The Alarm,Nicki Minaj
2012,76,Come Over,Kenny Chesney
2012,77,Heart Attack,Trey Songz
2012,78,Drank In My Cup,Kirko Bangz
2012,79,Birthday Cake,Rihanna Featuring Chris Brown
2012,80,So Good,B.o.B
2012,81,50 Ways To Say Goodbye,Train
2012,82,Red Solo Cup,Toby Keith
2012,83,Love You Like A Love Song,Selena Gomez & The Scene
2012,84,Turn Up The Music,Chris Brown
2012,85,Die Young,Ke$ha
2012,86,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen
2012,87,A Thousand Years,Christina Perri
2012,88,Take A Little Ride,Jason Aldean
2012,89,You Da One,Rihanna
2012,90,We Run The Night,Havana Brown Featuring Pitbull
2012,91,It's Time,Imagine Dragons
2012,92,Cashin' Out,"Ca$h Out
 "
2012,93,I Don't Want This Night To End,Luke Bryan
2012,94,Diamonds,Rihanna
2012,95,Hard To Love,Lee Brice
2012,96,Somethin' 'Bout A Truck,Kip Moore
2012,97,Adorn,Miguel
2012,98,Fly Over States,Jason Aldean
2012,99,Even If It Breaks Your Heart,Eli Young Band
2012,100,Burn It Down,Linkin Park
2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
2013,2,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
2013,3,Radioactive,Imagine Dragons
2013,4,Harlem Shake,Baauer
2013,5,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
2013,6,Mirrors, Justin Timberlake
2013,7,Just Give Me A Reason,P!nk Featuring Nate Ruess
2013,8,When I Was Your Man,Bruno Mars
2013,9,Cruise,Florida Georgia Line Featuring Nelly
2013,10,Roar,Katy Perry
2013,11,Locked Out Of Heaven,Bruno Mars
2013,12,Ho Hey,The Lumineers
2013,13, Stay,Rihanna Featuring Mikky Ekko
2013,14,Get Lucky,Daft Punk Featuring Pharrell Williams
2013,15,Royals,Lorde
2013,16,I Knew You Were Trouble.,Taylor Swift
2013,17,We Can't Stop,Miley Cyrus
2013,18,Wrecking Ball,Miley Cyrus
2013,19,Wake Me Up!,Avicii
2013,20,Suit & Tie,Justin Timberlake Featuring JAY Z
2013,21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
2013,22,Holy Grail,Jay Z Featuring Justin Timberlake
2013,23,Scream & Shout,will.i.am & Britney Spears
2013,24,Clarity,Zedd Featuring Foxes
2013,25,Sail,AWOLNATION
2013,26,Don't You Worry Child,Swedish House Mafia Featuring John Martin
2013,27,Diamonds,Rihanna
2013,28,I Love It,Icona Pop Featuring Charli XCX
2013,29,Safe And Sound,Capital Cities
2013,30,Treasure,Bruno Mars
2013,31,The Way,Ariana Grande Featuring Mac Miller
2013,32,Started From The Bottom,Drake
2013,33,Come & Get It,Selena Gomez
2013,34,"Hold On, We're Going Home",Drake Featuring Majid Jordan
2013,35,Daylight,Maroon 5
2013,36,Feel This Moment,Pitbull Featuring Christina Aguilera
2013,37,Applause,Lady Gaga
2013,38,One More Night,Maroon 5
2013,39,Love Me,Lil Wayne Featuring Drake & Future
2013,40,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
2013,41,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
2013,42,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj
2013,43,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert
2013,44,Sweet Nothing,Calvin Harris Featuring Florence Welch
2013,45,Summertime Sadness,Lana Del Rey & Cedric Gervais
2013,46,Home,Phillip Phillips
2013,47,It's Time,Imagine Dragons
2013,48,Power Trip,J. Cole Featuring Miguel
2013,49,Girl On Fire,Alicia Keys Featuring Nicki Minaj
2013,50,Heart Attack,Demi Lovato
2013,51,Love Somebody,Maroon 5
2013,52,I Will Wait,Mumford & Sons
2013,53,Try,P!nk
2013,54,Wagon Wheel,Darius Rucker
2013,55,Gangnam Style,PSY
2013,56,I Need Your Love,Calvin Harris Featuring Ellie Goulding
2013,57,Die Young,Ke$ha
2013,58,Some Nights,fun.
2013,59,Bad,Wale Featuring Tiara Thomas Or Rihanna
2013,60,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends
2013,61,"Gone, Gone, Gone",Phillip Phillips
2013,62,Demons,Imagine Dragons
2013,63,Counting Stars,OneRepublic
2013,64,I Cry,Flo Rida
2013,65,Little Talks,Of Monsters And Men
2013,66,The Other Side,Jason Derulo
2013,67,Berzerk,Eminem
2013,68,Catch My Breath,Kelly Clarkson
2013,69,Crash My Party,Luke Bryan
2013,70,Pour It Up,Rihanna
2013,71,22,Taylor Swift
2013,72,I Want Crazy,Hunter Hayes
2013,73,The Fox,Ylvis
2013,74,Best Song Ever,One Direction
2013,75,The A Team,Ed Sheeran
2013,76,Carry On,fun.
2013,77,Highway Don't Care,Tim McGraw With Taylor Swift
2013,78,That's My Kind Of Night,Luke Bryan
2013,79,Swimming Pools (Drank),Kendrick Lamar
2013,80,Sure Be Cool If You Did,Blake Shelton
2013,81,#Beautiful,Mariah Carey Featuring Miguel
2013,82,Troublemaker,Olly Murs Featuring Flo Rida
2013,83,Body Party,Ciara
2013,84,Adorn,Miguel
2013,85,Hall Of Fame,The Script Featuring will.i.am
2013,86,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
2013,87, U.O.E.N.O.,Rocko Featuring Future & Rick Ross
2013,88,Next To Me,Emeli Sande
2013,89,Mama's Broken Heart,Miranda Lambert
2013,90,It Goes Like This,Thomas Rhett
2013,91,Bugatti,Ace Hood Featuring Future & Rick Ross
2013,92,"Wanted
 ",Hunter Hayes
2013,93,Downtown,Lady Antebellum
2013,94,Get Your Shine On,Florida Georgia Line
2013,95,#thatPOWER,will.i.am Featuring Justin Bieber
2013,96,Brave,Sara Bareilles
2013,97,Let Her Go,Passenger
2013,98,Runnin' Outta Moonlight,Randy Houser
2013,99,I'm Different,2 Chainz
2013,100,Still Into You,Paramore
